the_geom,ATS_Code,Loc_Code,Loc_Name,Managed_by,LCC,PrimaryBui,BIN,BBL,Address,City,BoroNum,State,Zip,GeoDistric,AdiminDist,XCoordinat,YCoordinat
POINT (-73.97101126791117 40.79139556830125),03M333,M333,P.S. 333 Manhattan School for Children,1,15,M118,1032522,1012230005.0,154 WEST  93 STREET,MANHATTAN,1,NY,10025,3,3,992277,227605
POINT (-73.7986581507141 40.714551405057364),28Q310,Q310,Queens Collegiate: A College Board School,1,4,Q470,4448806,4.0985801E+9,167-01 GOTHIC DRIVE,JAMAICA,4,NY,11432,28,28,1040066,199671
POINT (-73.88654080277995 40.83149319404753),12X286,X286,Fannie Lou Hamer Middle School,1,3,X066,2010916,2030080001.0,1001 JENNINGS STREET,BRONX,2,NY,10460,12,12,1015648,242233
POINT (-73.90376464276679 40.857932159221654),84X617,X617,KIPP All,2,15,X859,2014062,2031860049.0,2246 JEROME AVENUE,BRONX,2,NY,10453,10,84,1010871,251860
POINT (-73.97760212061675 40.78053612883176),03M247,M247,M.S. M247 Dual Language Middle School,1,3,M044,1030178,1011480014.0,100 WEST  77 STREET,MANHATTAN,1,NY,10024,3,3,990453,223648
POINT (-73.96988791956649 40.63214971311099),84K791,K791,Brooklyn Dreams Charter School,2,15,KAKO,3339607,3054240029.0,259 PARKVILLE AVENUE,BROOKLYN,3,NY,11230,22,84,992608,169587
POINT (-73.71324548699326 40.74140907603461),26Q172,Q172,Irwin Altman Middle School 172,1,3,Q172,4178464,4087310004.0,81-14 257 STREET,QUEENS,4,NY,11004,26,26,1063712,209522
POINT (-73.91406707833296 40.827438342945506),09X593,X593,South Bronx International Middle School,1,3,X145,2097111,2024240001.0,1000 TELLER AVENUE,BRONX,2,NY,10456,9,9,1008032,240747
POINT (-73.9387145497677 40.80701963535589),05M157,M157,The Urban Assembly School for Global Commerce,1,5,M501,1054156,1017520022.0,2005 MADISON AVENUE,MANHATTAN,1,NY,10035,5,5,1001216,233302
POINT (-73.92957793973765 40.743309041453124),24Q610,Q610,Aviation Career & Technical Education High School,1,5,Q610,4436685,4002260001.0,45-30 36 STREET,QUEENS,4,NY,11101,24,24,1003764,210092
POINT (-74.00048957227654 40.576733477767704),21K188,K188,P.S. 188 Michael E. Berdy,1,2,K188,3188726,3070060001.0,3314 NEPTUNE AVENUE,BROOKLYN,3,NY,11224,21,21,984114,149396
POINT (-74.0994091131209 40.57479929825905),31R038,R038,P.S. 038 George Cromwell,1,2,R038,5054213,5037320006.0,421 LINCOLN AVENUE,STATEN ISLAND,5,NY,10306,31,31,956634,148707
POINT (-73.91435024677567 40.83202222755241),09X022,X022,J.H.S. 022 Jordan L. Mott,1,3,X022,2002410,2024380050.0,270 EAST 167 STREET,BRONX,2,NY,10456,9,9,1007952,242417
POINT (-73.98376991072634 40.71914813648332),01M140,M140,P.S. 140 Nathan Straus,1,15,M140,1004091,1003440001.0,123 RIDGE STREET,MANHATTAN,1,NY,10002,1,1,988749,201282
POINT (-73.84301392709307 40.856531564660095),84X496,X496,Icahn Charter School 4,2,15,XAGA,2047109,2042220005.0,1500 PELHAM PARKWAY SOUTH,BRONX,2,NY,10461,11,84,1027677,251374
POINT (-73.91268628037136 40.87737994424796),10X213,X213,Bronx Engineering and Technology Academy,1,5,X475,1064532,1022150080.0,99 TERRACE VIEW AVENUE,BRONX,2,NY,10463,10,10,1008396,258943
POINT (-73.86292453162486 40.88835150360761),84X608,X608,Bronx Charter School for Excellence 4,2,3,XAEF,2062993,2048260043.0,3956 CARPENTER AVENUE,BRONX,2,NY,10466,11,84,1022151,262958
POINT (-73.75637478811993 40.73800881411382),26Q205,Q205,P.S. 205 Alexander Graham Bell,1,2,Q205,4164007,4077530001.0,75-25 BELL BOULEVARD,QUEENS,4,NY,11364,26,26,1051764,208247
POINT (-73.9015658140739 40.87563634915317),10X244,X244,The New School for Leadership and Journalism,1,3,X143,2015547,2032530141.0,120 WEST 231 STREET,BRONX,2,NY,10463,10,10,1011472,258311
POINT (-73.77811827379858 40.741700545892996),75Q004,Q004,P.S. Q004,1,15,Q179,4153407,4071280010.0,196-25 PECK AVENUE,QUEENS,4,NY,11365,26,75,1045735,209576
POINT (-73.9456006012762 40.681920137947635),84K517,K517,Leadership Prep Bedford Stuyvesant Uncommon Prep Charter School,2,7,K258,3053075,3018450001.0,141 MACON STREET,BROOKLYN,3,NY,11216,13,84,999338,187723
POINT (-73.92009519143548 40.67312471727837),17K012,K012,Dr. Jacqueline Peek-Davis School,1,2,K012,3039174,3014570032.0,430 HOWARD AVENUE,BROOKLYN,3,NY,11233,23,17,1006415,184524
POINT (-73.84397754283954 40.884940499987074),11X112,X112,P.S. 112 Bronxwood,1,2,X112,2065991,2.0490505E+9,1925 SCHIEFFELIN AVENUE,BRONX,2,NY,10466,11,11,1027392,261724
POINT (-73.87819156818601 40.832508456586545),12X242,X242,Mott Hall V,1,4,X423,2027459,2038640001.0,1551 EAST 172ND STREET,BRONX,2,NY,10472,12,12,1017958,242606
POINT (-73.93362941544774 40.853193891080224),79M379,M379,"YABC Programs – Manhattan, Bronx, Staten Island",1,5,M048,1076752,1021670029.0,4360-78 BROADWAY,MANHATTAN,1,NY,10033,6,79,1002611,250126
POINT (-74.0087959254313 40.64373082952127),15K094,K094,P.S. 094 The Henry Longfellow,1,2,K094,3332126,3007920026.0,5010 6 AVENUE,BROOKLYN,3,NY,11220,15,15,981809,173805
POINT (-73.88253198925962 40.84044517966865),75X352,X352,The Vida Bogart School for All Children,1,15,X006,2010892,2030050010.0,1000 EAST TREMONT AVENUE,BRONX,2,NY,10460,12,75,1016753,245496
POINT (-73.9611919468696 40.58680034887552),21K209,K209,P.S. 209 Margaret Mead,1,15,K209,3196224,3072440001.0,2609 EAST  7 STREET,BROOKLYN,3,NY,11235,21,21,995029,153066
POINT (-73.75939602864575 40.664809245250765),29Q251,Q251,P.S. 251 Queens,1,2,Q251,4285682,4133310001.0,144-51 ARTHUR STREET,QUEENS,4,NY,11413,29,29,1051000,181576
POINT (-73.81126682190602 40.665669091413406),27Q124,Q124,P.S. 124 Osmond A Church,1,15,Q124,4257530,4118820001.0,129-15 150 AVENUE,QUEENS,4,NY,11420,27,27,1036609,181854
POINT (-73.76399583092031 40.60153746031301),27Q309,Q309,Academy of Medical Technology: A College Board School,1,4,Q465,4300730,4157360001.0,8-21 BAY 25 STREET,QUEENS,4,NY,11691,27,27,1049786,158521
POINT (-73.94787351818736 40.68465498355101),13K553,K553,Brooklyn Academy High School,1,5,K458,3051641,3018230038.0,832 MARCY AVENUE,BROOKLYN,3,NY,11216,13,13,998707,188719
POINT (-73.89787603534512 40.81774177346629),08X530,X530,Longwood Preparatory Academy,1,5,X039,2005616,2027100001.0,965 LONGWOOD AVENUE,BRONX,2,NY,10459,8,8,1012517,237219
POINT (-73.91515920822737 40.69354229700662),84K784,K784,Achievement First North Brooklyn Prep Charter School,2,2,K377,3076784,3033600001.0,200 WOODBINE STREET,BROOKLYN,3,NY,11221,32,84,1007777,191964
POINT (-73.81006787943353 40.679105571696155),27Q155,Q155,P.S. 155,1,2,Q155,4252357,4116730001.0,130-02 115 AVENUE,QUEENS,4,NY,11420,27,27,1036931,186750
POINT (-73.88679896844044 40.83055201038752),75X811,X811,P.S. X811,1,4,X084,2010910,2030070008.0,1434 LONGFELLOW AVENUE,BRONX,2,NY,10459,12,75,1015577,241890
POINT (-73.87406403625128 40.6572653669078),19K404,K404,Academy for Young Writers,1,4,K422,3413878,3044490001.0,1065 ELTON STREET,BROOKLYN,3,NY,11208,19,19,1019192,178761
POINT (-73.88421129788196 40.67711255303869),19K661,K661,Vista Academy,1,3,K302,3088357,3039690001.0,350 LINWOOD STREET,BROOKLYN,3,NY,11208,19,19,1016367,185988
POINT (-73.94583870787154 40.81491702476737),05M092,M092,P.S. 092 Mary McLeod Bethune,1,2,M092,1058808,1019390011.0,222 WEST 134 STREET,MANHATTAN,1,NY,10030,5,5,999242,236178
POINT (-73.86697479367241 40.8325290007182),12X047,X047,P.S. 047 John Randolph,1,2,X047,2025622,2037860016.0,1794 EAST 172 STREET,BRONX,2,NY,10472,12,12,1021062,242618
POINT (-73.93917811217213 40.80966579473615),05M133,M133,P.S. 133 Fred R Moore,1,2,M133,1054276,1017550001.0,2121 5 AVENUE,MANHATTAN,1,NY,10037,5,5,1001087,234266
POINT (-73.75256544121953 40.60065978391751),84Q170,Q170,Peninsula Preparatory Academy Charter School,2,2,QAGE,4298303,4155640063.0,611 BEACH  19 STREET,QUEENS,4,NY,11691,27,84,1052961,158210
POINT (-74.21868834664042 40.5120193316605),75R025,R025,South Richmond High School I.S./P.S. 25,1,7,R825,5123970,5076640001.0,6581 HYLAN BOULEVARD,STATEN ISLAND,5,NY,10309,31,75,923441,125895
POINT (-73.93589531791643 40.79750762419587),04M155,M155,P.S. 155 William Paca,1,2,M155,1052986,1016890005.0,319 EAST 117 STREET,MANHATTAN,1,NY,10035,4,4,1001999,229837
POINT (-74.00019102070732 40.65768289603491),15K172,K172,P.S. 172 Beacon School of Excellence,1,2,K172,3009847,3006690001.0,825 4 AVENUE,BROOKLYN,3,NY,11232,15,15,984197,178888
POINT (-73.97101006965126 40.64486110802911),22K889,K889,P.S. 889,1,2,K338,3124797,3053420006.0,21 HINCKLEY PLACE,BROOKLYN,3,NY,11218,15,22,992295,174218
POINT (-73.98505024187989 40.67235825353329),15K051,K051,M.S. 51 William Alexander,1,3,K051,3021057,3009810111.0,350 5 AVENUE,BROOKLYN,3,NY,11215,15,15,988397,184235
POINT (-73.92254451795152 40.76803469194414),30Q017,Q017,P.S. 017 Henry David Thoreau,1,2,Q017,4007663,4005940001.0,28-37 29 STREET,QUEENS,4,NY,11102,30,30,1005705,219102
POINT (-73.93304260003863 40.850819383057065),79M993,M993,ALC - Laurel Hill,1,8,M233,1063959,1021650069.0,601 WEST 183 STREET,MANHATTAN,1,NY,10033,6,79,1002774,249261
POINT (-73.80799140125715 40.70283071422748),79Q950,Q950,Pathways to Graduation,1,5,Q733,4206785,4096770016.0,90-01 SUTPHIN BOULEVARD,QUEENS,4,NY,11435,28,79,1037488,195395
POINT (-73.83937799269137 40.67811269485342),27Q137,Q137,M.S. 137 America's School of Heroes,1,3,Q137,4467457,4091720001.0,109-15 98 STREET,QUEENS,4,NY,11417,27,27,1028802,186372
POINT (-73.91136654119627 40.83930718418114),09X412,X412,Bronx High School of Business,1,5,X410,2007806,2028170002.0,240 EAST 172 STREET,BRONX,2,NY,10457,9,9,1008775,245072
POINT (-73.91042560742228 40.875160500024045),84X460,X460,Atmosphere Charter School,2,3,XAZI,1064672,0.0,22 MARBLE HILL AVENUE,BRONX,2,NY,10463,10,84,1009022,258135
POINT (-74.01290854217079 40.705424747008834),02M896,M896,Lower Manhattan Community Middle School,1,3,M282,1000811,1000220013.0,26 BROADWAY,MANHATTAN,1,NY,10004,2,2,980671,196282
POINT (-73.85482326250965 40.83697450643973),11X106,X106,P.S. 106 Parkchester,1,2,X106,2041211,2039460007.0,1514 OLMSTEAD AVENUE,BRONX,2,NY,10462,11,11,1024422,244243
POINT (-73.94638166772003 40.67907966393673),13K301,K301,Satellite East Middle School,1,3,K093,3053993,3018680007.0,31 NEW YORK AVENUE,BROOKLYN,3,NY,11216,13,13,999122,186688
POINT (-73.97858033975511 40.669255633642216),15K684,K684,Millennium Brooklyn HS,1,5,K460,3025510,3010820001.0,237 7 AVENUE,BROOKLYN,3,NY,11215,15,15,990192,183105
POINT (-73.92785028234562 40.59579817533324),22K277,K277,P.S. 277 Gerritsen Beach,1,2,K277,3242369,3085900650.0,2529 GERRITSEN AVENUE,BROOKLYN,3,NY,11229,22,22,1004287,156350
POINT (-73.94815995468393 40.81246980033545),84M284,M284,Harlem Children's Zone Promise Academy 1 Charter School,2,7,M908,1089330,1019330020.0,245 West 129th Street,NEW YORK,1,NY,10027,5,84,998600,235286
POINT (-73.94195581158442 40.79336354903443),04M182,M182,The Bilingual Bicultural School,1,2,M083,1052436,1016590012.0,219 EAST 109 STREET,MANHATTAN,1,NY,10029,4,4,1000322,228326
POINT (-73.90752851638509 40.810671280112),84X208,X208,New Visions Charter High School for the Humanities II,2,5,X655,2003883,2025760026.0,455 SOUTHERN BLVD,BRONX,2,NY,10455,7,84,1009848,234640
POINT (-74.07922811493155 40.62241528949897),31R078,R078,P.S. 78,1,2,R014,5014176,5005450110.0,100 TOMPKINS AVENUE,STATEN ISLAND,5,NY,10304,31,31,962256,166049
POINT (-73.87819156818601 40.832508456586545),12X478,X478,The Cinema School,1,5,X423,2027459,2038640001.0,1551 EAST 172ND STREET,BRONX,2,NY,10472,12,12,1017958,242606
POINT (-74.00434288126911 40.655583056882605),15K667,K667,Sunset Park High School,1,5,K564,3394175,3006880026.0,153 35TH STREET,BROOKLYN,3,NY,11232,15,15,983045,178123
POINT (-73.82140217628658 40.749430923327104),25Q237,Q237,I.S. 237,1,3,Q237,4116436,4051470001.0,46-21 COLDEN STREET,QUEENS,4,NY,11355,25,25,1033735,212365
POINT (-73.83938605562753 40.8813441442786),11X169,X169,Baychester Academy,1,2,X169,2065675,2048940001.0,3500 EDSON AVENUE,BRONX,2,NY,10466,11,11,1028664,260416
POINT (-73.9223880034598 40.70407632835665),32K123,K123,P.S. 123 Suydam,1,2,K123,3251867,3032100001.0,100 IRVING AVENUE,BROOKLYN,3,NY,11237,32,32,1005769,195800
POINT (-73.83684999631818 40.66808245573367),27Q377,Q377,P.S. 377,1,2,Q335,4595594,4115580001.0,150-15 RALEIGH STREET,QUEENS,4,NY,11417,27,27,1029510,182719
POINT (-73.86292453162486 40.88835150360761),84X589,X589,Bronx Charter School for Excellence 3,2,2,XAEF,2062993,2048260043.0,3956 CARPENTER AVENUE,BRONX,2,NY,10466,11,84,1022151,262958
POINT (-73.91210204960552 40.66556800364326),23K514,K514,Frederick Douglass Academy VII High School,1,5,K175,3081419,3035410001.0,226 BRISTOL STREET,BROOKLYN,3,NY,11212,23,23,1008635,181773
POINT (-73.92546427888868 40.865556525561836),06M052,M052,Harold O. Levy School,1,3,M052,1076776,1022330020.0,650 ACADEMY STREET,MANHATTAN,1,NY,10034,6,6,1004866,254632
POINT (-73.90488887710427 40.69869992334055),75Q075,Q075,Robert E. Peary School,1,15,Q075,4085584,4035490044.0,16-66 HANCOCK STREET,QUEENS,4,NY,11385,24,75,1010623,193846
POINT (-73.87819156818601 40.832508456586545),12X550,X550,High School of World Cultures,1,5,X420,2027459,2038640001.0,1300 BOYNTON AVENUE,BRONX,2,NY,10472,12,12,1017958,242606
POINT (-73.98631274678979 40.72130584749498),01M020,M020,P.S. 020 Anna Silver,1,2,M020,1004325,1003550001.0,166 ESSEX STREET,MANHATTAN,1,NY,10002,1,1,988044,202068
POINT (-73.9018212893237 40.869142618525736),10X307,X307,Luisa Pineiro Fuentes School of Science and Discovery,1,2,X886,2000000,2032480062.0,124 EAMES PLACE,BRONX,2,NY,10468,10,10,1011404,255945
POINT (-73.93309977360137 40.635842402692546),22K109,K109,P.S. 109,1,15,K395,3114526,3050220002.0,1001 EAST  45 STREET,BROOKLYN,3,NY,11203,22,22,1002818,170938
POINT (-73.901599714107 40.81607896564495),84X487,X487,Girls Preparatory Charter School of the Bronx,2,15,X052,2005133,2026860020.0,681 KELLY STREET,BRONX,2,NY,10455,8,84,1011487,236612
POINT (-73.8694344248325 40.685852567995326),19K760,K760,Highland Park Community School,1,3,K171,3092456,3041340020.0,528 RIDGEWOOD AVENUE,BROOKLYN,3,NY,11208,19,19,1020461,189178
POINT (-73.94683675106783 40.6237889694803),22K240,K240,Andries Hudde,1,3,K240,3208638,3076290030.0,2500 NOSTRAND AVENUE,BROOKLYN,3,NY,11210,22,22,999008,166544
POINT (-73.99270058516925 40.76547494997142),02M288,M288,Food and Finance High School,1,5,M535,1083802,1010790029.0,525 WEST  50TH STREET,MANHATTAN,1,NY,10019,2,2,986272,218160
POINT (-73.91029295225425 40.66526468138087),84K912,K912,Key Collegiate Charter School,2,2,KAIX,3081789,3035600018.0,250 BLAKE AVENUE,BROOKLYN,3,NY,11212,23,84,1009137,181663
POINT (-73.7986581507141 40.714551405057364),28Q328,Q328,High School for Community Leadership,1,5,Q470,4448806,4.0985801E+9,167-01 GOTHIC DRIVE,JAMAICA,4,NY,11432,28,28,1040066,199671
POINT (-74.08214906481945 40.64543652919942),31R450,R450,Curtis High School,1,5,R450,5106483,5000220001.0,105 HAMILTON AVENUE,STATEN ISLAND,5,NY,10301,31,31,961453,174437
POINT (-73.99185783575744 40.71966775207494),84M202,M202,Great Oaks Charter School,2,4,MAUD,1087549,0.0,38 DELANCEY STREET,MANHATTAN,1,NY,10002,1,84,986507,201471
POINT (-73.85877282403351 40.81844158410615),84X165,X165,Grand Concourse Charter School,2,15,XBPV,2124526,2035620061.0,625 BOLTON AVENUE,BRONX,2,NY,10473,8,84,1023340,237489
POINT (-73.91578500865731 40.780507533608514),30Q122,Q122,P.S. 122 Mamie Fay,1,15,Q122,4019633,4008800001.0,21-21 DITMARS BOULEVARD,QUEENS,4,NY,11105,30,30,1007573,223648
POINT (-73.93374097357507 40.79926577687407),84M335,M335,Harlem Village Academy East Charter School,2,7,M045,1054786,1.0179701E+9,2351 FIRST AVENUE,MANHATTAN,1,NY,10035,4,84,1002595,230478
POINT (-73.9456471048369 40.78411285617911),04M310,M310,THE JUDITH S. KAYE HIGH SCHOOL,1,4,M646,1083927,1016680001.0,321 EAST  96 STREET,MANHATTAN,1,NY,10128,4,4,999302,224955
POINT (-73.82108953097676 40.606476863320104),27Q047,Q047,P.S. 047 Chris Galas,1,15,Q047,4448968,4153130485.0,9 POWER ROAD,QUEENS,4,NY,11693,27,27,1033928,160283
POINT (-73.8276421225647 40.831829172089165),75K403,KHOS,Hospital Schools - Brooklyn,1,8,X953,2079386,2055310021.0,3450 EAST TREMONT AVENUE,BRONX,2,NY,10465,8,75,1031947,242382
POINT (-73.93052892369288 40.7968896955169),04M112,M112,P.S. 112 Jose Celso Barbosa,1,1,M112,1084005,1018160001.0,535 EAST 119 STREET,MANHATTAN,1,NY,10035,4,4,1003485,229613
POINT (-73.98267154978532 40.656251560141165),15K863,K863,Pre-K Center at Bishop Ford School Site,1,36,K280,3017307,3008890001.0,500 19 STREET,BROOKLYN,3,NY,11215,15,15,989058,178367
POINT (-73.91163331258826 40.818041333233836),07X495,X495,University Heights Secondary School,1,5,X470,2001153,2023590240.0,701 ST. ANNS AVENUE,BRONX,2,NY,10455,7,7,1008709,237324
POINT (-73.89166402810946 40.88304912541992),10X095,X095,P.S. 095 Sheila Mencher,1,15,X095,2015472,2032520182.0,3961 HILLMAN AVENUE,BRONX,2,NY,10463,10,10,1014207,261015
POINT (-73.9027948139141 40.83388496168688),09X260,X260,Bronx Center for Science and Mathematics,1,5,X002,2009617,2029250056.0,1363 FULTON AVENUE,BRONX,2,NY,10456,9,9,1011149,243099
POINT (-74.00254059640672 40.74340739611657),02M437,M437,Hudson High School of Learning Technologies,1,5,M440,1013096,1007420007.0,351 WEST  18 STREET,MANHATTAN,1,NY,10011,2,2,983546,210120
POINT (-73.91431166151675 40.61225766319285),84K746,K746,Hebrew Language Academy Charter School,2,15,KBZT,3332530,3084701091.0,2186 MILL AVENUE,BROOKLYN,3,NY,11234,22,84,1008041,162350
POINT (-73.72883460084657 40.74419708878252),26Q566,Q566,"Queens High School of Teaching, Liberal Arts and the Sciences",1,5,Q566,4529899,4078700072.0,74-20 COMMONWEALTH BLVD,QUEENS,4,NY,11426,26,26,1059389,210524
POINT (-73.73410291609132 40.72717261028929),29Q033,Q033,P.S. 033 Edward M. Funk,1,2,Q033,4230589,4107560001.0,91-37 222 STREET,QUEENS,4,NY,11428,29,29,1057948,204317
POINT (-74.01463318528195 40.6260894855798),20K259,K259,J.H.S. 259 William McKinley,1,3,K259,3148031,3059230001.0,7305 FT HAMILTON PARKWAY,BROOKLYN,3,NY,11228,20,20,980188,167378
POINT (-73.87150530474914 40.74322870004235),24Q293,Q293,Civic Leadership Academy,1,5,Q744,4437166,4016000061.0,45-10 94TH STREET,QUEENS,4,NY,11373,24,24,1019856,210081
POINT (-73.89434968388305 40.82471018379321),12X150,X150,P.S. 150 Charles James Fox,1,2,X150,2005681,2027170005.0,920 EAST 167 STREET,BRONX,2,NY,10459,12,12,1013490,239759
POINT (-73.97605347191993 40.64892454904868),15K130,K130,P.S. 130 The Parkside,1,2,K130,3124019,3053190001.0,70 OCEAN PARKWAY,BROOKLYN,3,NY,11218,15,15,990895,175698
POINT (-73.75727160753836 40.75234384505402),26Q415,Q415,Benjamin N. Cardozo High School,1,5,Q415,4161735,4075290001.0,57-00 223RD STREET,BAYSIDE,4,NY,11364,26,26,1051501,213469
POINT (-73.85287907107622 40.73234815722008),28Q157,Q157,J.H.S. 157 Stephen A. Halsey,1,3,Q157,4442846,4021260014.0,63-55 102ND STREET,QUEENS,4,NY,11374,28,28,1025024,206125
POINT (-73.8604600741846 40.81670073946682),08X069,X069,P.S. 069 Journey Prep School,1,2,X069,2021482,2035240020.0,560 THIERIOT AVENUE,BRONX,2,NY,10473,8,8,1022874,236854
POINT (-73.90435360221825 40.840536701630626),09X339,X339,I.S. 339,1,3,X147,2009400,2028970005.0,1600 WEBSTER AVENUE,BRONX,2,NY,10457,9,9,1010715,245522
POINT (-74.1075371590915 40.62841985837411),31R045,R045,P.S. 045 John Tyler,1,2,R045,5007417,5002760007.0,58 LAWRENCE AVENUE,STATEN ISLAND,5,NY,10310,31,31,954400,168245
POINT (-73.9606894436808 40.669805356392835),17K524,K524,International High School at Prospect Heights,1,5,K440,3029686,3011870001.0,883 CLASSON AVENUE,BROOKLYN,3,NY,11225,17,17,995155,183307
POINT (-74.01290854217079 40.705424747008834),02M896,M896,Lower Manhattan Community Middle School,1,3,M282,1000811,1000220013.0,26 BROADWAY,MANHATTAN,1,NY,10004,2,2,980671,196282
POINT (-73.90896514292535 40.81941985174153),07X157,X157,P.S. 157 Grove Hill,1,2,X157,2004464,2026250001.0,757 CAULDWELL AVENUE,BRONX,2,NY,10456,7,7,1009447,237827
POINT (-73.94455179116842 40.820216466821776),84M482,M482,Success Academy Charter School - Harlem 5,2,15,M123,1060726,1020420035.0,301 WEST 140 STREET,MANHATTAN,1,NY,10030,5,84,999597,238109
POINT (-73.96204945553926 40.706069723892334),84K355,K355,Williamsburg Collegiate Charter School,2,3,K016,3059906,3021770001.0,157 WILSON STREET,BROOKLYN,3,NY,11211,14,84,994772,196519
POINT (-73.95381000209797 40.65627652837427),84K876,K876,Achievement First Voyager Charter School,2,4,K092,3115866,3050490055.0,601 PARKSIDE AVENUE,BROOKLYN,3,NY,11226,17,84,997066,178379
POINT (-73.92606001255075 40.85653233598318),06M467,M467,High School for Law and Public Service,1,5,M465,1076751,1021600018.0,549 AUDUBON AVENUE,MANHATTAN,1,NY,10040,6,6,1004704,251344
POINT (-73.7284153176576 40.74612841384644),26Q266,Q266,P.S./I.S. 266,1,15,Q266,4529900,4078700074.0,74-10 COMMONWEALTH BOULEVARD,QUEENS,4,NY,11426,26,26,1059503,211228
POINT (-74.11619795947735 40.614039690692366),31R029,R029,P.S. 029 Bardwell,1,2,R029,5009028,5003310001.0,1581 VICTORY BOULEVARD,STATEN ISLAND,5,NY,10314,31,31,951989,163009
POINT (-73.90221442605583 40.87471742822401),10X360,X360,P.S. 360,1,2,X360,2103864,2032530341.0,2880 KINGSBRIDGE TERRACE,BRONX,2,NY,10463,10,10,1011293,257976
POINT (-73.87592725120048 40.87243327576473),75X469,X469,P469X - The Bronx School for Continuous Learners,1,15,X177,2098420,2033530040.0,3177 WEBSTER AVENUE,BRONX,2,NY,10467,10,75,1018564,257153
POINT (-74.11708661867937 40.568299406819854),31R605,R605,Staten Island Technical High School,1,5,R440,5107621,5042440001.0,485 CLAWSON STREET,STATEN ISLAND,5,NY,10306,31,31,951720,146345
POINT (-73.95572213108925 40.810793182580056),05M125,M125,P.S. 125 Ralph Bunche,1,2,M125,1059526,1019640012.0,425 WEST 123 STREET,MANHATTAN,1,NY,10027,5,5,996507,234674
POINT (-74.09968556932994 40.57672865691244),31R002,R002,I.S. R002 George L. Egbert,1,3,R002,5053571,5.0369601E+9,333 MIDLAND AVENUE,STATEN ISLAND,5,NY,10306,31,31,956558,149410
POINT (-73.93581544821178 40.83913948512304),06M324,M324,M.S. 324 - Patria Mirabal,1,3,M090,1076741,1021120058.0,21 JUMEL PLACE,MANHATTAN,1,NY,10032,6,6,1002010,245005
POINT (-73.79947685691594 40.75536467998122),25Q107,Q107,P.S. 107 Thomas A Dooley,1,2,Q107,4123454,4054460018.0,167-02 45 AVENUE,QUEENS,4,NY,11358,25,25,1039805,214540
POINT (-73.94848881279401 40.79364936107151),04M555,M555,Central Park East High School,1,5,M013,1051515,1016120050.0,1573 MADISON AVENUE,MANHATTAN,1,NY,10029,4,4,998513,228429
POINT (-73.90185960643939 40.83093085728332),09X063,X063,P.S. 063 Author's Academy,1,2,X063,2004302,2026150014.0,1260 FRANKLIN AVENUE,BRONX,2,NY,10456,9,9,1011409,242023
POINT (-73.88862599113038 40.85946655056229),10X904,X904,T. Roosevelt Evening Hs T/R,1,8,X435,2011810,2030590001.0,500 EAST FORDHAM ROAD,BRONX,2,NY,10458,10,10,1015058,252424
POINT (-73.74637527221914 40.72007487518834),29Q109,Q109,Jean Nuzzi Intermediate School,1,3,Q109,4226839,4106260001.0,213-10 92 AVENUE,QUEENS,4,NY,11428,29,29,1054554,201721
POINT (-73.96376450827857 40.583263139782225),79K984,K984,ALC- Brighton Academy,1,8,K620,3196378,3072610201.0,25 BRIGHTON  4TH ROAD,BROOKLYN,3,NY,11235,21,79,994315,151777
POINT (-73.95818098309019 40.69201517658512),13K412,K412,Brooklyn Community Arts & Media High School (BCAM),1,5,K117,3055165,3019260010.0,300 WILLOUGHBY AVENUE,BROOKLYN,3,NY,11205,13,13,995847,191399
POINT (-73.87730574296259 40.83081128345439),12X196,X196,P.S. 196,1,2,X077,2088553,2037750025.0,1250 WARD AVENUE,BRONX,2,NY,10472,12,12,1018204,241988
POINT (-73.89882156744913 40.8564403014492),10X009,X009,P.S. 9 Ryer Avenue Elementary School,1,2,X009,2013561,2031500010.0,230 EAST 183 STREET,BRONX,2,NY,10458,10,10,1012239,251318
POINT (-73.73377470566761 40.67115090865195),29Q038,Q038,P.S. 038 Rosedale,1,2,Q038,4284236,4132220001.0,135-21 241 STREET,QUEENS,4,NY,11422,29,29,1058101,183907
POINT (-73.9744838426242 40.786134738338454),03M417,M417,Frank McCourt High School,1,5,M470,1032128,1012150001.0,145 WEST  84 STREET,MANHATTAN,1,NY,10024,3,3,991316,225688
POINT (-73.865098601399 40.843574291271246),11X534,X534,District 11 Pre-K Center,1,36,X311,2097571,2040370001.0,1684 WHITE PLAINS ROAD,BRONX,2,NY,10462,11,11,1021575,246643
POINT (-73.8316693059467 40.87403500170278),11X455,X455,Harry S Truman High School,1,5,X455,2097470,2051410150.0,750 BAYCHESTER AVENUE,BRONX,2,NY,10475,11,11,1030803,257757
POINT (-73.9716447935123 40.694530744958136),13K046,K046,P.S. 046 Edward C. Blum,1,2,K046,3058088,3020450011.0,100 CLERMONT AVENUE,BROOKLYN,3,NY,11205,13,13,992113,192314
POINT (-73.88481738457436 40.74993448649424),84Q705,Q705,Renaissance Charter School,2,7,Q885,4029691,4012810038.0,35-59 81ST STREET,QUEENS,4,NY,11372,30,84,1016164,212519
POINT (-73.91908818182596 40.69789832998534),32K383,K383,J.H.S. 383 Philippa Schuyler,1,3,K383,3075413,3032980001.0,1300 GREENE AVENUE,BROOKLYN,3,NY,11237,32,32,1006686,193550
